,timestamp,UTC time,accuracy,x,y,z
20586,1565109930787,2019-08-06T16:45:30.787,unknown,-0.0064849853515625,-0.9348602294921876,-0.0690460205078125
20587,1565109930887,2019-08-06T16:45:30.887,unknown,-0.06646728515625,-1.01544189453125,0.0895538330078125
20588,1565109930987,2019-08-06T16:45:30.987,unknown,-0.043487548828125,-1.0212554931640625,0.178466796875
20589,1565109931087,2019-08-06T16:45:31.087,unknown,-0.053802490234375,-0.987701416015625,0.0689849853515625
20590,1565109931188,2019-08-06T16:45:31.188,unknown,-0.0540313720703125,-1.0036163330078125,0.1264495849609375
20591,1565109931288,2019-08-06T16:45:31.288,unknown,-0.0108795166015625,-0.9675750732421876,0.1708984375
20592,1565109931388,2019-08-06T16:45:31.388,unknown,0.0528411865234375,-0.982330322265625,0.235565185546875
20593,1565109931488,2019-08-06T16:45:31.488,unknown,0.0329742431640625,-1.0532073974609375,0.2567138671875
20594,1565109931589,2019-08-06T16:45:31.589,unknown,-0.090423583984375,-0.9727935791015624,0.3563079833984375
20595,1565109931689,2019-08-06T16:45:31.689,unknown,0.124267578125,-0.890533447265625,0.2232208251953125
20596,1565109931789,2019-08-06T16:45:31.789,unknown,-0.0317840576171875,-0.89398193359375,0.2642364501953125
20597,1565109931889,2019-08-06T16:45:31.889,unknown,-0.0974273681640625,-0.9027252197265624,0.1376800537109375
20598,1565109931989,2019-08-06T16:45:31.989,unknown,-0.0948638916015625,-1.1978759765625,0.1284942626953125
20599,1565109932090,2019-08-06T16:45:32.090,unknown,0.0137176513671875,-0.8523712158203125,-0.0008697509765625
20600,1565109932190,2019-08-06T16:45:32.190,unknown,0.0679473876953125,-0.988525390625,0.03497314453125
20601,1565109932290,2019-08-06T16:45:32.290,unknown,-0.04925537109375,-1.0310821533203125,0.008941650390625
20602,1565109932390,2019-08-06T16:45:32.390,unknown,0.109710693359375,-0.9923248291015624,-0.0905609130859375
20603,1565109932491,2019-08-06T16:45:32.491,unknown,0.0847930908203125,-1.00128173828125,-0.0775146484375
20604,1565109932591,2019-08-06T16:45:32.591,unknown,0.11029052734375,-1.0100250244140625,-0.080535888671875
20605,1565109932691,2019-08-06T16:45:32.691,unknown,0.0759735107421875,-0.9907379150390624,-0.072174072265625
20606,1565109932791,2019-08-06T16:45:32.791,unknown,0.0556182861328125,-0.9940185546875,-0.0782928466796875
20607,1565109932892,2019-08-06T16:45:32.892,unknown,0.1022796630859375,-0.9947967529296876,-0.0380401611328125
20608,1565109932992,2019-08-06T16:45:32.992,unknown,0.1045989990234375,-1.0076751708984375,-0.040252685546875
20609,1565109933092,2019-08-06T16:45:33.092,unknown,0.1455841064453125,-1.007843017578125,-0.0368194580078125
20610,1565109933192,2019-08-06T16:45:33.192,unknown,0.148284912109375,-1.0107574462890625,-0.0030364990234375
20611,1565109933292,2019-08-06T16:45:33.292,unknown,0.1196746826171875,-1.0058441162109375,-0.007110595703125
20612,1565109933393,2019-08-06T16:45:33.393,unknown,-0.046356201171875,-1.050689697265625,-0.0614166259765625
20613,1565109933493,2019-08-06T16:45:33.493,unknown,0.046783447265625,-1.01611328125,-0.024169921875
20614,1565109933593,2019-08-06T16:45:33.593,unknown,-0.0003204345703125,-1.0066375732421875,0.1006011962890625
20615,1565109933693,2019-08-06T16:45:33.693,unknown,-0.030792236328125,-1.092193603515625,0.1931610107421875
20616,1565109933794,2019-08-06T16:45:33.794,unknown,-0.1165924072265625,-0.93243408203125,0.1821136474609375
20617,1565109933894,2019-08-06T16:45:33.894,unknown,-0.0353546142578125,-0.860015869140625,0.2344207763671875
20618,1565109933994,2019-08-06T16:45:33.994,unknown,-0.0438690185546875,-0.8676300048828125,0.1640625
20619,1565109934094,2019-08-06T16:45:34.094,unknown,-0.0993804931640625,-1.209686279296875,0.3044891357421875
20620,1565109934194,2019-08-06T16:45:34.194,unknown,0.12249755859375,-0.8854827880859375,0.123443603515625
20621,1565109934295,2019-08-06T16:45:34.295,unknown,0.17840576171875,-1.0754852294921875,0.1581268310546875
20622,1565109934395,2019-08-06T16:45:34.395,unknown,-0.077911376953125,-0.998260498046875,0.1746368408203125
20623,1565109934495,2019-08-06T16:45:34.495,unknown,-0.049652099609375,-0.9981536865234376,0.1015625
20624,1565109934595,2019-08-06T16:45:34.595,unknown,0.038330078125,-1.0069580078125,0.074951171875
20625,1565109934696,2019-08-06T16:45:34.696,unknown,0.0125732421875,-1.0064544677734375,0.0344390869140625
20626,1565109934796,2019-08-06T16:45:34.796,unknown,0.0244140625,-1.0089569091796875,0.0341949462890625
20627,1565109934896,2019-08-06T16:45:34.896,unknown,0.05078125,-0.9870452880859376,-0.0352935791015625
20628,1565109934996,2019-08-06T16:45:34.996,unknown,0.0114288330078125,-1.012542724609375,-0.0406646728515625
20629,1565109935097,2019-08-06T16:45:35.097,unknown,0.082794189453125,-1.001434326171875,-0.0253753662109375
20630,1565109935197,2019-08-06T16:45:35.197,unknown,0.0572967529296875,-1.0006866455078125,-0.045623779296875
20631,1565109935297,2019-08-06T16:45:35.297,unknown,0.1037750244140625,-0.9916839599609376,-0.086334228515625
20632,1565109935397,2019-08-06T16:45:35.397,unknown,0.039093017578125,-1.0227813720703125,-0.0930633544921875
20633,1565109935497,2019-08-06T16:45:35.497,unknown,0.068359375,-1.001739501953125,-0.087493896484375
20634,1565109935598,2019-08-06T16:45:35.598,unknown,0.0657501220703125,-1.0012359619140625,-0.07275390625
20635,1565109935698,2019-08-06T16:45:35.698,unknown,0.05401611328125,-1.0035400390625,-0.0740814208984375
20636,1565109935798,2019-08-06T16:45:35.798,unknown,0.0303192138671875,-1.007049560546875,-0.06787109375
20637,1565109935898,2019-08-06T16:45:35.898,unknown,0.0526123046875,-1.008575439453125,-0.0086212158203125
20638,1565109935999,2019-08-06T16:45:35.999,unknown,0.079437255859375,-1.0037841796875,-0.0029449462890625
20639,1565109936099,2019-08-06T16:45:36.099,unknown,0.0375823974609375,-0.998382568359375,0.0193328857421875
20640,1565109936199,2019-08-06T16:45:36.199,unknown,-0.0064239501953125,-1.0009307861328125,0.0422515869140625
20641,1565109936299,2019-08-06T16:45:36.299,unknown,-0.02716064453125,-0.981842041015625,0.099853515625
20642,1565109936400,2019-08-06T16:45:36.400,unknown,-0.0707855224609375,-1.0001983642578125,0.0608062744140625
20643,1565109936500,2019-08-06T16:45:36.500,unknown,-0.052764892578125,-0.9975433349609376,0.132354736328125
20644,1565109936600,2019-08-06T16:45:36.600,unknown,-0.04290771484375,-0.9980926513671876,0.1379852294921875
20645,1565109936700,2019-08-06T16:45:36.700,unknown,-0.0230560302734375,-1.0020599365234375,0.129302978515625
20646,1565109936800,2019-08-06T16:45:36.800,unknown,-0.0153961181640625,-0.9854888916015624,0.099639892578125
20647,1565109936901,2019-08-06T16:45:36.901,unknown,-0.0207672119140625,-1.0041351318359375,0.1327667236328125
20648,1565109937001,2019-08-06T16:45:37.001,unknown,-0.0246124267578125,-0.996490478515625,0.105621337890625
20649,1565109937101,2019-08-06T16:45:37.101,unknown,-0.0205535888671875,-0.9997406005859376,0.12078857421875
20650,1565109937201,2019-08-06T16:45:37.201,unknown,-0.030487060546875,-0.978973388671875,0.153350830078125
20651,1565109937302,2019-08-06T16:45:37.302,unknown,-0.0638275146484375,-0.99420166015625,0.12188720703125
20652,1565109937402,2019-08-06T16:45:37.402,unknown,-0.0261993408203125,-1.0091705322265625,0.1778564453125
20653,1565109937502,2019-08-06T16:45:37.502,unknown,0.048126220703125,-1.02899169921875,0.24761962890625
20654,1565109937602,2019-08-06T16:45:37.602,unknown,-0.0229339599609375,-1.0745086669921875,0.3654632568359375
20655,1565109937703,2019-08-06T16:45:37.703,unknown,0.086456298828125,-0.8279571533203125,0.2427825927734375
20656,1565109937803,2019-08-06T16:45:37.803,unknown,0.0991973876953125,-0.774627685546875,0.2422637939453125
20657,1565109937903,2019-08-06T16:45:37.903,unknown,0.014495849609375,-0.865692138671875,0.2496337890625
20658,1565109938003,2019-08-06T16:45:38.003,unknown,0.0320281982421875,-1.4987945556640625,0.52191162109375
20659,1565109938103,2019-08-06T16:45:38.103,unknown,0.032440185546875,-0.9703369140625,0.241424560546875
20660,1565109938204,2019-08-06T16:45:38.204,unknown,0.10577392578125,-0.911651611328125,0.26141357421875
20661,1565109938304,2019-08-06T16:45:38.304,unknown,0.0343017578125,-0.9750823974609376,0.3284759521484375
20662,1565109938404,2019-08-06T16:45:38.404,unknown,0.0859375,-0.9611663818359376,0.276763916015625
20663,1565109938504,2019-08-06T16:45:38.504,unknown,0.0063629150390625,-0.9974365234375,0.0530548095703125
20664,1565109938605,2019-08-06T16:45:38.605,unknown,-0.0937652587890625,-0.9882354736328124,0.04583740234375
20665,1565109938705,2019-08-06T16:45:38.705,unknown,0.1385040283203125,-1.013092041015625,0.0156707763671875
20666,1565109938805,2019-08-06T16:45:38.805,unknown,0.206390380859375,-1.0096588134765625,0.00201416015625
20667,1565109938905,2019-08-06T16:45:38.905,unknown,0.0785064697265625,-0.9992523193359376,-0.0216827392578125
20668,1565109939006,2019-08-06T16:45:39.006,unknown,0.0860137939453125,-1.00384521484375,0.0258026123046875
20669,1565109939106,2019-08-06T16:45:39.106,unknown,0.2125244140625,-0.9763641357421876,0.0749969482421875
20670,1565109939206,2019-08-06T16:45:39.206,unknown,0.3199310302734375,-0.9991607666015624,0.070587158203125
20671,1565109939306,2019-08-06T16:45:39.306,unknown,0.044952392578125,-1.1308746337890625,0.036712646484375
20672,1565109939406,2019-08-06T16:45:39.406,unknown,0.0277862548828125,-1.0561370849609375,0.206298828125
20673,1565109939507,2019-08-06T16:45:39.507,unknown,-0.10223388671875,-0.9421539306640624,0.1766510009765625
20674,1565109939607,2019-08-06T16:45:39.607,unknown,0.2438507080078125,-0.9506072998046876,0.3332366943359375
20675,1565109939707,2019-08-06T16:45:39.707,unknown,0.1489410400390625,-0.6951904296875,0.2886962890625
20676,1565109939807,2019-08-06T16:45:39.807,unknown,0.10870361328125,-0.8531341552734375,0.4780426025390625
20677,1565109939908,2019-08-06T16:45:39.908,unknown,0.611083984375,-1.3198089599609375,0.0485992431640625
20678,1565109940008,2019-08-06T16:45:40.008,unknown,0.1275787353515625,-1.1127777099609375,-0.192474365234375
20679,1565109940108,2019-08-06T16:45:40.108,unknown,0.154510498046875,-0.8434600830078125,0.0105438232421875
20680,1565109940208,2019-08-06T16:45:40.208,unknown,0.334381103515625,-0.9600067138671876,0.0245819091796875
20681,1565109940308,2019-08-06T16:45:40.308,unknown,-0.0630340576171875,-0.952178955078125,0.062042236328125
20682,1565109940409,2019-08-06T16:45:40.409,unknown,0.2339935302734375,-0.9579315185546876,0.0388336181640625
20683,1565109940509,2019-08-06T16:45:40.509,unknown,0.245574951171875,-0.982086181640625,-0.0619659423828125
20684,1565109940609,2019-08-06T16:45:40.609,unknown,0.3235626220703125,-1.1904144287109375,0.1959991455078125
20685,1565109940709,2019-08-06T16:45:40.709,unknown,0.0226593017578125,-1.333984375,0.107147216796875
20686,1565109940810,2019-08-06T16:45:40.810,unknown,0.0762939453125,-1.1171112060546875,0.2863616943359375
20687,1565109940910,2019-08-06T16:45:40.910,unknown,-0.0694732666015625,-0.887451171875,0.1952972412109375
20688,1565109941010,2019-08-06T16:45:41.010,unknown,-0.0135345458984375,-0.6529998779296875,0.2930908203125
20689,1565109941110,2019-08-06T16:45:41.110,unknown,0.3168487548828125,-0.870635986328125,0.614105224609375
20690,1565109941211,2019-08-06T16:45:41.211,unknown,-0.011993408203125,-0.8362274169921875,0.4699249267578125
20691,1565109941311,2019-08-06T16:45:41.311,unknown,-0.300018310546875,-0.7419586181640625,0.1952362060546875
20692,1565109941411,2019-08-06T16:45:41.411,unknown,-0.2304840087890625,-0.4427490234375,0.21173095703125
20693,1565109941511,2019-08-06T16:45:41.511,unknown,0.5115814208984375,-1.2637786865234375,0.2118988037109375
20694,1565109941611,2019-08-06T16:45:41.611,unknown,0.18072509765625,-1.018218994140625,0.1466217041015625
20695,1565109941712,2019-08-06T16:45:41.712,unknown,0.0830841064453125,-1.024139404296875,0.09051513671875
20696,1565109941812,2019-08-06T16:45:41.812,unknown,0.1137542724609375,-1.02020263671875,0.040435791015625
20697,1565109941912,2019-08-06T16:45:41.912,unknown,0.10015869140625,-0.971038818359375,0.0523529052734375
20698,1565109942012,2019-08-06T16:45:42.012,unknown,0.139892578125,-0.993743896484375,0.0167388916015625
20699,1565109942113,2019-08-06T16:45:42.113,unknown,0.1578369140625,-0.96661376953125,0.0004119873046875
20700,1565109942213,2019-08-06T16:45:42.213,unknown,0.17315673828125,-1.03936767578125,0.0884552001953125
20701,1565109942313,2019-08-06T16:45:42.313,unknown,0.329254150390625,-1.408538818359375,0.0303497314453125
20702,1565109942413,2019-08-06T16:45:42.413,unknown,0.229278564453125,-1.1466827392578125,0.0775909423828125
20703,1565109942514,2019-08-06T16:45:42.514,unknown,0.4027557373046875,-1.00634765625,-0.1983184814453125
20704,1565109942614,2019-08-06T16:45:42.614,unknown,0.1458892822265625,-0.9244537353515624,-0.0073699951171875
20705,1565109942714,2019-08-06T16:45:42.714,unknown,0.0610809326171875,-0.8470916748046875,0.2228240966796875
20706,1565109942814,2019-08-06T16:45:42.814,unknown,0.03997802734375,-0.8514404296875,0.50726318359375
20707,1565109942914,2019-08-06T16:45:42.914,unknown,0.4445037841796875,-0.93243408203125,0.3667449951171875
20708,1565109943015,2019-08-06T16:45:43.015,unknown,-0.124481201171875,-0.815582275390625,-0.0740509033203125
20709,1565109943115,2019-08-06T16:45:43.115,unknown,-0.83331298828125,-0.611968994140625,0.6395721435546875
20710,1565109943215,2019-08-06T16:45:43.215,unknown,0.82440185546875,-1.4435882568359375,-0.021942138671875
20711,1565109943315,2019-08-06T16:45:43.315,unknown,-0.00335693359375,-0.969696044921875,0.0288238525390625
20712,1565109943416,2019-08-06T16:45:43.416,unknown,0.05517578125,-0.93853759765625,0.0442047119140625
20713,1565109943516,2019-08-06T16:45:43.516,unknown,0.3228759765625,-0.983551025390625,0.035552978515625
20714,1565109943616,2019-08-06T16:45:43.616,unknown,0.3885650634765625,-0.944183349609375,-0.152130126953125
20715,1565109943716,2019-08-06T16:45:43.716,unknown,0.1594085693359375,-1.09600830078125,0.132720947265625
20716,1565109943817,2019-08-06T16:45:43.817,unknown,0.14984130859375,-1.312164306640625,0.3211517333984375
20717,1565109943917,2019-08-06T16:45:43.917,unknown,-0.449951171875,-1.1329193115234375,-0.0270538330078125
20718,1565109944017,2019-08-06T16:45:44.017,unknown,0.2546234130859375,-0.7476043701171875,-0.026092529296875
20719,1565109944117,2019-08-06T16:45:44.117,unknown,-0.0271453857421875,-0.55712890625,0.3042449951171875
20720,1565109944217,2019-08-06T16:45:44.217,unknown,0.2516326904296875,-0.9022369384765624,0.4156036376953125
20721,1565109944318,2019-08-06T16:45:44.318,unknown,0.231903076171875,-0.9697113037109376,0.57635498046875
20722,1565109944418,2019-08-06T16:45:44.418,unknown,-0.02252197265625,-1.067779541015625,-0.3675994873046875
20723,1565109944518,2019-08-06T16:45:44.518,unknown,-0.7829132080078125,-0.6411590576171875,-0.065032958984375
20724,1565109944618,2019-08-06T16:45:44.618,unknown,0.890350341796875,-1.127716064453125,0.01416015625
20725,1565109944719,2019-08-06T16:45:44.719,unknown,-0.02960205078125,-0.951690673828125,-0.128326416015625
20726,1565109944819,2019-08-06T16:45:44.819,unknown,0.2309112548828125,-0.9676971435546876,-0.0745697021484375
20727,1565109944919,2019-08-06T16:45:44.919,unknown,0.359466552734375,-0.973236083984375,0.10906982421875
